273.26,156.5,212.88,226.18,235.63,259.72,231.14,281.86,247.53,210.88,272.5,256.43,252.78,233.5,232.71,211.11,306.52,205.66,199.28,257.17,366.97,304.08,360.53,334.1,361.44,257.51,221.9,259.66,253.93,240.42,185.77,242.24,186.52,362.4,203.98,326.54,318.18,255.57,303.69,263.88,149.82,234.47,129.71,207.4,206.38,360.51,360.45,338.03,352.61,283.27,372.85,306.68,340.83,293.95,410.71,320.23,244.56,283.99,246.81,279.37,94.746,215.97,140.89,67.387,131.86,79.884,2.6745,165.83,47.439,-13.169,229.74,211.29,180.03,213.49,182.76,210.48,253.38,176.55,171.43,203.89,207.36,329.78,330.41,318.39,187.99,343.07,408,357.92,331.45,353.38,325.19,267.65,373.08,322.66,309.53,272.01,188.63,437.22,387.91,169.88,307.34,310.78,264.97,254.26,278.15,292.87,140.92,240.21,121.29,235.7,299.92,276.31,253.16,197.92,220.51,275.85,212.34,241.72,273.21,277.46,240.11,227.79,177.97,248.13,263.46,266.33,240.51,212.32,256.28,218.34,304.67,158.33,277.79,225.82,310.64,17.131,143.31,60.352,24.066,26.983,271.47,305.46,264.2,275.06,286.48,253.1,301.77,359.43,316.42,266.92,163.08,73.537,-23.085,78.7,141.28,287,376.11,307.07,332.98,285.5,441.15,322.68,406.51,354.92,441.34,82.202,184.56,80.399,110.38,91.814,426.16,402.02,420.45,353.34,476.38,209.38,348.56,162.77,169.82,321.2,102.11,145.98,108.94,77.921,81.046,234.22,252.42,259.36,258.88,235.75,189.04,164.95,170.82,170.86,218.45,324.74,392.18,279.94,327.76,295.97
374.48,471.44,479.06,334.63,348.21,221.13,217.22,310.79,153.71,243.79,380.95,445.59,405.87,466.87,441.29,319.68,278.36,308.31,259.97,207.5,377.33,421.98,388.42,384.06,370,472.11,453.24,528.36,463.62,375.93,418.95,421.62,438.05,278.48,388.89,461.61,517.12,542.26,444.92,435.29,337.27,365.03,348.34,381.27,349.2,497.84,635.31,610.22,600.59,586.79,183.72,108.91,159.37,125.73,231.78,441.96,469.71,512.64,509.89,463.97,249.99,386.16,408.03,265,331.77,191.69,212.69,203.94,168.1,193.71,383.01,374.9,300.27,339.23,398.45,418.91,532.17,388.8,443.08,455.39,306.84,417.9,295.69,355.98,318.22,463.93,478.21,411.83,481.56,452.49,362.86,458.37,385.14,415.73,482.82,384.9,396.26,459.56,384.96,505.65,411.58,428.97,450.08,457.04,408.3,325.92,229.43,377.34,254.66,373.41,382.53,378.1,403.12,435.52,479.55,258.3,277.12,301.95,287.4,299.51,393.6,475.79,462.33,469.71,397.57,151.47,206.83,182.79,227,210.18,408.49,386.18,405.84,440.16,376.28,150.48,96.757,121.34,156.38,216.14,380.06,422.04,382.22,282.48,399.43,480.59,518.02,457.52,500.42,475.69,252.11,274.44,269.58,340.76,197.77,287.48,126.19,263.54,281.46,231.76,198.93,213.55,206.13,152.72,146.6,242.07,280.77,250.91,274.03,206.51,516.15,612.8,625.11,604.64,543.93,328.8,342.73,354.37,338.79,371.27,598.21,615.68,652.09,469.63,385.6,363.8,415.82,426.58,307.96,437.83,203.7,280.55,199.56,367.54,325.64,452.96,461,441.12,416.41,435.4
-42.986,36.21,21.49,-43.673,27.298,-36.922,-7.4538,-45.109,-107.16,-94.549,167.44,221.64,157.46,259.05,230.67,5.6385,16.434,56.827,57.239,30.676,119.15,69.385,115.56,69.079,79.483,114.95,126.24,107.62,137.83,47.261,195.69,140.03,87.864,112.58,163.37,72.704,119.68,23.151,149.92,151.5,9.4946,72.746,-13.291,131.59,102.89,164.23,110.79,51.251,214.45,71.824,381.5,428.57,431.88,410.73,435.02,83.867,0.41067,46.491,36.702,77.467,16.987,114.88,73.456,50.077,150.94,232.76,323.63,273.29,282.75,322.98,54.092,18.401,64.322,47.239,3.0626,-25.494,3.6205,-31.945,43.014,-14.215,-75.661,112.88,123.47,-62.763,-119.76,11.388,45.528,83.937,69.193,38.322,249.28,154.25,245.91,227.51,228.16,143.86,226.9,235.03,261.45,344.99,124.08,-23.048,74.309,74.041,68.641,16.466,25.112,10.893,48.731,2.9871,174.88,84.705,32.101,73.964,114.52,-107.64,-164.63,-88.721,-137.96,-131.19,47.56,104.4,-38.251,115.72,34.463,169.28,183.09,206.91,124.9,202.22,135.1,52.634,143.92,278.25,157.31,433.98,474.17,410.59,426.77,413.5,336.5,277.65,251.68,215.34,284.59,65.893,85.193,131.53,62.62,63.762,-72.441,-31.554,-72.318,-3.5797,-88.58,225.54,171.69,159.89,125.78,209.42,185.42,121.13,150.47,163.21,168.28,73.432,61.767,58.533,41.747,67.985,113.17,77.587,19.04,28.808,72.241,-159.68,84.838,-155.31,-212.73,38.453,235.36,246.51,229.38,197.55,170.5,178.59,143.88,182.94,159,169.12,52.823,36.945,74.083,65.141,-16.353,53.476,41.115,46.336,23.571,63.721
236.6,225.16,79.276,102.79,211.08,-137.59,-59.065,-122.83,-194.33,-93.309,195.33,193.18,191.83,200.52,186.53,86.328,23.524,54.855,17.075,-4.7849,116.48,153.57,124.03,110.95,132.57,212.2,196.87,248.03,148.66,172.97,456.68,446.67,474.14,363.36,350.1,235.43,239.71,163.79,242,120.62,192.62,230.25,225.63,288.63,320.41,103.83,152.27,144.07,292.24,198.67,180.55,184.71,224.18,193.27,285.7,190.17,184.61,180.94,225.18,240.44,124.25,174.86,201.28,161.15,97.386,157.22,208,104.85,127.66,127.55,152.4,167.73,105.4,115.9,164.85,119.2,126.42,94.341,143.7,160.99,138.6,327.96,322.18,345.13,240.05,187.99,132.09,181.11,215.18,161.71,197.99,191.76,193.75,147.11,156.96,52.448,99.335,108.77,87.849,115.09,72.86,127.57,147.33,150.72,158.71,266.26,277.96,319.4,146.67,298.69,142.1,95.06,164.9,81.672,143.28,44.687,66.037,111.47,38.922,86.818,187.17,265.44,111.04,216.57,199.94,101.28,144.68,131.53,180.23,40.846,224.54,223.46,254.5,169.55,231.64,111.16,90.144,43.918,195.59,251.48,271.5,262.74,271.96,232.85,301.1,198.76,173.94,151.04,211.63,232.85,144.43,176.18,200.11,203.44,169.12,139.26,60.332,96.715,173.35,155.34,122.91,301.97,187.33,245.43,196.81,187.83,177.67,173.97,203.3,205.12,211.47,267.21,316.39,244.74,351.18,106.93,41.99,123.29,188.39,123.39,-104.39,-147.4,-138.62,51.89,-27.243,227.36,250.61,212.04,268.11,253.82,158.76,110.73,127.63,301.62,172.77,206.9,212.49,101.95,176.66,109.11
-34.602,-63.883,-23.993,22.539,-109.48,41.552,65.246,115.76,133.4,1.1495,39.061,22.912,65.68,-37.653,-69.455,-111.56,-95.499,-103.51,-153.52,7.8602,-147.63,-136.01,-146.51,-100.87,-221.39,-165.27,-212.64,-194.07,-255.75,-196.9,-63.512,-82.398,-43.38,-65.959,-77.974,-50.031,-9.2513,-41.709,1.0093,-11.73,-253.29,-227.22,-255.08,-200.41,-277.16,-337.08,-201.1,-229.7,-249.8,-142.69,-158.43,-282.73,-279.36,-155.38,-176.48,-58.529,-141.35,-206.33,-116.78,-21.754,-309.67,-164.89,-208.7,-255.31,-61.931,110.45,75.481,145.51,60.202,124.33,-361.93,-291.73,-345.42,-305.82,-318.3,-99.634,-187.65,-230.01,-162.26,-141.76,-46.563,19.49,19.199,146.32,-38.192,-255.82,-266.41,-273.63,-188.46,-291.28,-197.39,13.755,-166.74,-129.48,-51.695,-112.21,-208.05,-265.39,-288.57,-173.42,-241.1,-123.13,-171.67,-174.89,-110.71,129.7,103.33,190.29,72.326,155.32,-211.63,-204.61,-143.53,-193.91,-174.17,-240.23,-243.98,-312.73,-257.18,-227.17,-149.94,-201.45,-100.18,-110.26,-196,194.57,167.01,139.23,103.94,117.01,-33.55,-138.36,-9.9888,1.2512,28.409,-143.25,97.973,-101.91,-210.1,-110.13,-125.21,-48.05,-38.636,-114.21,-89.648,-302.54,-249.72,-245.17,-339.63,-323.25,-132.12,-172.01,-120.42,-95.125,-89.721,91.626,124.67,97.281,125.13,112.59,-259.87,-276.52,-296.47,-250.18,-283.69,-50.724,-54.257,-53.484,-57.606,-31.521,-180.27,-178.75,-165.08,-166.32,-159.49,-301.14,-414.08,-256.78,-251.28,-298.73,271.04,253.27,265.28,171.11,151.51,25.82,44.356,104.77,22.711,126.27,-95.455,-112.99,-60.212,-137.11,-82.476,-165.32,-88.411,-158.2,-117.83,-107.29
159.23,101.94,14.58,215.49,167.63,-62.791,7.3801,-71.965,-98.883,-42.38,194.1,148.14,105.52,164.57,176.89,38.58,136.52,177.95,195.15,92.514,81.696,102.71,80.171,53.52,136.19,153.36,170.18,168.34,162.28,146.18,249.13,349.84,236.59,366.29,263.29,-0.87344,-47.162,-4.8008,13.922,84.887,31.643,61.285,11.081,38.905,34.167,-11.78,0.40506,55.906,12.546,50.748,-25.925,0.91876,-23.867,-57.289,-67.414,148.12,49.325,171.94,120.34,286.61,138.95,166.69,219.94,119.5,99.355,17.909,197.25,23.826,156.89,114.03,88.469,70.86,78.204,39.365,52.675,136.71,193.69,229.82,145.11,165.19,209.67,208.43,248.78,122.44,216.61,122.74,157.79,135.43,149.8,150.01,45.098,179.04,140.16,69.128,25.365,75.794,131.34,60.519,98.582,52.001,121.52,102.79,60.874,100.83,80.422,-6.6665,61.726,-9.2084,68.429,-50.523,20.455,34.01,27.996,117.44,94.213,198.62,186.19,224.85,142.15,147.02,167.68,121.04,186.58,136.58,98.375,82.736,129.3,152.02,86.497,97.828,-155.68,-73.395,-170.52,-125.72,-136.91,26.907,23.588,1.1256,23.963,92.129,194.96,201.76,201.78,204.7,216.92,33.959,24.332,15.76,50.671,-1.522,149.95,200.18,124.03,81.523,114.75,239.93,307.27,216.54,197.9,264.9,319.96,193.53,279.35,232.92,249.36,-171.09,-132.28,-175.97,-120.68,-164,177.77,95.538,111.24,249.56,134.41,204.77,141.11,155.68,191.48,112.36,112.46,48.149,48.048,134.59,188.43,107.45,59.865,87.1,145.5,99.622,81.024,84.422,36.377,2.7667,25.451,135.97,166.21,48.833,212.03,83.508
46.887,32.139,36.124,114.62,27.742,68.272,55.985,-11.926,-48.158,-149.7,183.51,174.66,240.49,139.25,163.02,247.77,293.2,250.09,271.47,303.27,246.68,178.12,226.67,218.06,232.54,160.25,90.234,117.15,51.974,159.39,63.011,59.119,105.85,158.21,139.53,338.58,251.25,164.08,163.39,129.08,304.24,310.07,267.78,232.72,286.83,142.61,31.665,-31.254,63.153,46.163,422.5,412.02,471.49,340.31,406.75,154.91,172.32,184.56,206.27,178.84,112.53,244.32,188.64,60.223,128.63,102.79,273.33,221.1,199.48,291.31,265.39,280.59,293.06,304.2,291.39,15.909,47.008,28.47,-23.419,23.633,295.86,175.26,192.83,188.04,281.39,125.87,145.43,174.28,154.6,154.4,368.64,249.65,275.78,355.32,229.93,-23.224,-123.94,138.79,208.3,-86.318,139.47,175.07,136.73,143.28,113.71,117.37,130,58.899,150.28,70.173,344.86,306.44,273.42,192.08,308.55,77.735,63.935,117.07,167.04,162.8,249.37,251.1,236.48,269.65,267.93,424.19,409.73,346.87,273.9,316.9,178.66,56.981,66.524,86.952,105.44,140.89,278.75,123.62,204.69,182.64,104.33,64.442,93.301,69.449,86.895,118.65,158.63,165.32,178.21,177.9,97.773,125.78,123.3,146.44,123.68,176.28,206.55,231.28,116.2,157.31,-107.82,33.559,-26.904,-76.65,-76.957,-28.046,5.692,-59.21,-55.002,-24.594,31.543,104.42,147.87,-19.445,56.397,209.52,384.81,198.2,180.91,202.83,449.21,407.77,490.65,460.53,310.48,200.25,181.74,174.65,218.38,220.04,305.39,262.43,309.92,256.35,326.29,178.23,186.07,193.38,157.34,216.42
262.97,220.04,219.35,218.31,253.53,197.2,155.84,175.26,174.11,186.94,263.57,273.84,274.74,354.24,231.39,330.5,280.31,387.34,340.79,297.76,329.08,308.37,333.02,356.86,278.25,387.25,325.43,343.25,371.22,398.08,247.22,246.39,335.01,340.3,305.72,287.42,317.83,279.12,410.12,254.54,486.32,380.06,418.53,404.88,413.48,415.41,356.79,334.22,459.43,404.07,251.73,266.21,291.75,321.18,271.19,269.4,323.1,293.14,306.04,256.19,356.22,422.85,398.01,338.43,270.68,346.54,487.1,330.35,322.14,412.2,331.53,344.03,322.71,325.45,335.85,331.72,256.75,196.64,207.4,317.33,344.36,387.79,368.63,296.46,481.59,336.78,292.55,215.63,218.23,230.95,219.19,97.959,160.28,230.88,214.17,161.54,96.592,328.46,288.71,7.6722,280.74,325.45,311.44,300.67,229.37,284.97,239.75,276.51,24.779,238.78,409.71,475.93,396.73,380.11,353.54,321.34,380.28,336.82,243.43,222.22,402.38,446.1,443.84,390.11,443.98,395.42,360.51,347.79,345.5,361.36,286.73,290.53,267.71,190.18,284.62,310.14,342.44,336.29,318.15,322.81,365.03,329.87,394.21,281.92,349.05,288.87,304.78,285.3,299.82,304.52,308.1,210.48,290.92,300.97,260.11,297,299.63,268.49,322.41,355.19,462.88,381.33,440.16,411.47,451.71,108.86,112.51,107.43,63.445,114.74,347.95,461.86,420.49,386.49,326.93,223.95,91.088,312.55,195.98,198.47,278.18,344.64,352.24,256.38,199.27,329.21,311.82,292.79,264.63,253.33,199.48,151.43,213.83,223.72,159.51,274.07,277.11,293.76,231.17,265.58
-25.729,-77.051,-61.045,-129.97,-55.767,62.812,89.007,6.4972,80.84,109.94,91.682,77.211,153.74,-58.061,83.369,42.615,31.058,31.36,38.674,18.22,28.985,17.933,56.18,35.117,41.922,-38.907,-84.06,-26.523,75.073,-36.482,-26.759,63.384,79.65,-10.046,90.075,-182.2,-245.21,-80.885,-126.93,-127.41,-109.49,-69.517,-109.85,-61.325,-57.345,23.709,112.68,86.466,-103.26,-15.58,13.606,-59.889,-88.762,-106.56,-44.447,-52.166,-70.736,-62.664,-137.51,-129.99,-52.195,-88.661,-4.9169,0.66933,-41.795,-7.9355,-59.127,-84.785,-80.885,-89.692,10.823,25.425,1.9712,28.447,-3.1664,-92.247,-125.7,-133.77,-155.47,-148.59,70.351,38.667,73.37,-3.0414,128.34,-93.006,-73.625,-15.868,-30.972,-23.359,137.45,203.39,208.48,198.91,192.2,202.32,264.71,-33.378,-52.281,165.74,-23.457,-56.212,9.444,-16.669,-35.569,65.606,66.731,72.667,78.729,26.015,99.259,16.691,-1.4961,34.081,49.654,-10.911,8.1012,-95.245,-68.748,-90.632,-37.554,-61.714,-57.667,-79.012,-33.299,46.115,14.258,-15.077,12.364,168.63,-272.82,-154.49,-286.47,-164.31,-266.99,-364.51,-269.81,-398.34,-320.43,-415,61.733,38.099,88.83,-8.047,54.193,-27.154,-17.502,-9.6735,-15.421,-38.873,-29.458,2.8092,62.606,-26.707,-83.912,-15.212,102.53,67.895,36.107,100.94,-103.2,-31.746,-88.945,-110.09,-144.56,-76.895,-34.502,-46.141,-69.909,-59.65,-63.095,-1.4106,33.942,5.9564,12.467,8.4346,-63.156,-27.009,-50.174,-3.5315,136.1,63.949,52.131,178.03,227.22,-22.865,1.201,-5.2699,44.568,-6.6468,-11.529,-13.269,-67.278,-69.942,-66.286,-131.35,-110.26,-46.624,-72.432,-32.488
-103.44,-127.02,-77.688,-58.949,-169.4,-184.46,-49.235,-179.8,-92.801,-173.22,-125.65,-57.947,-78.795,-161.25,-74.253,-66.103,-58.197,-34.737,-44.091,-115.26,-19.085,-79.65,-30.237,-17.872,-103.41,-126.15,-102.56,-130.11,-100.03,-130.28,-171.52,-215.41,-109.6,-257.16,-182.82,-185.26,-190.74,-158.6,-163.97,-168.69,-257.95,-192.88,-288.52,-248.55,-227.02,-147.18,-176.37,-165.63,-166.87,-254.37,-253.8,-216.31,-181.13,-207.26,-234.94,76.082,12.625,-4.4429,0.28583,45.915,-138.18,-93.907,-144.06,-79.198,-122.63,53.133,296.77,51.867,210.94,251.58,-117.51,-66.744,-81.621,-83.161,-102.97,-148.83,-108.34,-176.19,-160.03,-159.57,-153.64,-150.33,-60.083,-169.33,-209.58,-70.216,-116.11,-54.528,-20.58,-13.733,-179.99,-75.769,-122.74,-165.15,-62.592,-95.909,-67.03,-84.651,-67.019,10.181,0.28869,16.562,-0.65564,-33.703,-8.4847,-197.1,-215.37,-172.34,-211.4,-191.79,-112.23,-50.158,-52.58,-113.22,-52.028,-159.37,-144.35,-53.866,-133.11,-104.72,-124.1,-112.5,-188.73,-56.245,-54.947,-27.959,-127.64,107.27,4.5638,-60.594,-56.208,-16.276,-15.999,-44.259,-57.054,-339.44,-318.82,-319.33,-269.28,-248.48,-86.179,-66.035,-74.453,-50.547,-125.81,-105.01,-112.55,-77.095,-85.423,-96.356,-127.59,-174.72,-67.982,-80.4,-133.32,-250.42,-207.69,-185.78,-152.7,-269.47,35.258,-145.02,-52.447,-25.951,32.817,-195.67,-231.84,-185.95,-215.77,-171.73,-133.16,-137.74,-166.71,-175.55,-141.53,-180.4,-107.53,-107.34,-230.48,-152.11,-198.76,-210.77,-250.01,-155.52,-146.88,-73.258,-37.545,-62.031,-164.12,-77.446,-149.76,-163.04,-120.23,-213.16,-186.57,-24.466,-38.706,-21.303,-148.14,-13.541
